Feature,SampleID_1,SampleID_10,SampleID_100,SampleID_101,SampleID_102,SampleID_103,SampleID_104,SampleID_105,SampleID_11,SampleID_110,SampleID_112,SampleID_113,SampleID_142,SampleID_144,SampleID_148,SampleID_154,SampleID_17,SampleID_18,SampleID_2,SampleID_20,SampleID_207,SampleID_210,SampleID_211,SampleID_213,SampleID_217,SampleID_219,SampleID_220,SampleID_225,SampleID_227,SampleID_228,SampleID_231,SampleID_232,SampleID_233,SampleID_235,SampleID_236,SampleID_24,SampleID_240,SampleID_241,SampleID_243,SampleID_248,SampleID_249,SampleID_25,SampleID_250,SampleID_256,SampleID_258,SampleID_262,SampleID_264,SampleID_265,SampleID_272,SampleID_274,SampleID_28,SampleID_286,SampleID_29,SampleID_293,SampleID_294,SampleID_297,SampleID_298,SampleID_3,SampleID_301,SampleID_304,SampleID_305,SampleID_308,SampleID_311,SampleID_312,SampleID_315,SampleID_317,SampleID_319,SampleID_323,SampleID_326,SampleID_33,SampleID_333,SampleID_334,SampleID_335,SampleID_337,SampleID_338,SampleID_339,SampleID_340,SampleID_343,SampleID_344,SampleID_354,SampleID_358,SampleID_363,SampleID_364,SampleID_365,SampleID_367,SampleID_368,SampleID_371,SampleID_373,SampleID_378,SampleID_379,SampleID_380,SampleID_383,SampleID_384,SampleID_386,SampleID_387,SampleID_39,SampleID_4,SampleID_40,SampleID_41,SampleID_44,SampleID_45,SampleID_46,SampleID_47,SampleID_49,SampleID_5,SampleID_50,SampleID_52,SampleID_55,SampleID_56,SampleID_59,SampleID_6,SampleID_62,SampleID_63,SampleID_64,SampleID_68,SampleID_69,SampleID_70,SampleID_72,SampleID_77,SampleID_78,SampleID_8,SampleID_82,SampleID_85,SampleID_88,SampleID_90,SampleID_91,SampleID_93,SampleID_94,SampleID_97,SampleID_98,SampleID_116,SampleID_136,SampleID_137,SampleID_140,SampleID_141,SampleID_143,SampleID_242,SampleID_328
Pseudouridine kinase,1.2893,1.2581,3.9218,0.8567,0.4298,0.768,0.3818,0.5488,1.7232,1.013,0.6078,0.6112,6.4508,4.009,7.583,1.914,0.952,1.321,0.5921,0.4084,0.2162,0.924,0.2953,0.3839,2.1801,2.4442,5.5558,1.6469,0.4357,1.6314,0.8881,0.5853,1.8263,1.4309,0.7563,0.406,0.1605,0.9069,0.3731,1.3205,0.3738,0.72,0.9601,1.6892,5.7531,1.4113,0.6461,3.7332,0.6233,1.0203,1.1628,2.3123,1.8956,0.1954,0.2531,6.616,5.2543,1.1346,1.0015,0.1558,0.5282,0.6051,0.9296,0.5642,0.3693,2.7592,2.221,1.1264,0.3361,1.0061,0.3043,0.3199,0.4614,0.4552,0.3054,2.2954,0.606,2.1735,0.0518,1.739,0.3721,2.6716,6.963,1.2575,0.9257,0.7744,1.5669,0.2518,1.7612,1.1253,0.5742,1.0581,0.2102,6.4679,1.0884,0.2638,0.6206,0.7734,0.6153,6.5268,1.016,1.3734,2.9917,0.2074,0.5992,0.4332,0.3756,2.4928,0.0394,0.6161,2.5821,1.7074,0.7076,12.0335,1.2382,1.9683,3.4271,0.5967,0.2919,0.5367,0.8104,0.6284,0.5952,1.1242,1.3297,1.2269,0.3001,2.1642,0.2488,4.7068,0.7533,0.6045,0.3615,0.4797,0.193,0.1027,0.6227,0.6375
16S rRNA (guanine(527)-N(7))-methyltransferase,0.1428,0.3138,2.7707,0.0655,0.585,0.0892,0.6546,0.0201,0.3069,0.7051,0.1439,0.4967,1.3933,1.2605,1.9407,0.6077,0,0.3411,0.4182,0.0519,0.2292,0.1077,0.32,0.0425,1.1942,0.0841,1.5708,0.0127,0.3251,0.4603,0.3313,0.3041,1.2583,0.261,0,0.0953,0.3478,0.2154,0.4245,0.1359,0.0859,0.4952,0.2229,0.6568,0.83,0.165,0.695,0.9212,0.3022,0.7011,0.0441,0.1676,1.0693,0.0606,0.7463,0.0512,1.1568,0.4478,0.2213,4.3362,0.2059,0.3301,0.4417,0.0939,0.682,0.0645,1.0358,0.6009,0,0.3775,0.2004,0.3546,0.1753,0,0.3003,0.186,0.1792,0.5484,0.0618,0.3767,0.0203,0.2952,0,0.2765,0.1777,0.1042,2.0777,1.8872,0.6062,0.0791,0.1283,0,0.8073,1.62,0.0194,0.2803,0.2871,0.0559,0.1156,0.7879,0.2435,0.0926,1.0276,0.4113,0.1618,0.3161,0.3057,0.2179,0.0563,0.1126,0.3495,0.0372,0.1404,3.4824,0.6605,0.7239,0.2565,0.3947,0,0.1064,0,0.0303,0.104,0.3164,0.4041,1.5042,0.3592,1.5067,0.3696,1.7206,0.3113,0.1816,0.8875,0.2717,0.2319,0.1508,0.8389,0.8045
Gamma-glutamyl-gamma-aminobutyrate hydrolase,2.8286,1.2188,1.7466,0.7375,0.3944,0.3247,0.3258,0.2862,0.2719,0.7015,0.3054,0.55,1.7792,1.2979,4.052,0.7297,0.4806,0.476,0.3494,0.3401,0.7989,0.2965,0.1473,0.3351,0.9232,0.2323,0.3448,0.2265,0.2739,0.396,0.1057,0.3451,1.1981,0.301,0,0.1231,0.3668,0.0573,0.5243,0.3661,0.2098,0.0707,0.2969,0.8948,2.387,0.3982,0.0778,3.7448,0.1915,0.162,0.5015,0.1189,1.3573,0.2577,0.1159,0.1447,4.2204,0.7112,0.2406,0.0552,0.497,0.178,1.5424,0.5119,1.0822,0.1142,0.0077,0.6293,0.1529,0.408,0.9982,0.3092,1.0926,0,0.1155,0.8593,0.2175,1.1139,0.0538,0.3449,0.1795,0.1841,0.344,0.2825,0.5958,0.3019,0.4195,0.0809,0.6723,0.2226,0.2864,1.495,0.329,3.7343,0.0312,0.0432,0.6679,0.3275,0.1462,3.2878,0,0.1971,0.2605,0.4439,0.1946,0.1455,0.4379,0.2936,0.0376,0.1135,0.7558,0.7701,0.4269,4.9394,0.2785,0.1762,0.1099,0.9381,0.2167,0.2153,0.5596,0.2989,0.1899,0.5595,0.4701,0.2396,0.3906,1.0077,0.7313,0.2572,0.5363,0.0954,0.3621,0.2265,0.0445,0.086,0.2811,0.5169
Amidase,0.3178,0.065,0.023,0.2229,0.085,0.0545,0.228,0.1545,0,0.1449,0.8004,0.2851,0.5545,0.1927,0.0487,2.3138,0.3038,0.1202,0.0605,0.4192,0.3364,0.324,0,0.0849,0.0151,0,0.0504,0.7463,0.0796,0.1232,0.0656,0.0546,0.5409,0,0,0,0.2485,0.153,0.0906,0.1346,0.266,0.0252,0.6499,0.1376,0.3182,0.6439,0.1869,0.133,0.1286,0.1819,0.8629,0.0504,0,0,0.1136,0.0074,0,0.0947,0.2138,6.7647,0.0794,0.0573,0.1055,1.2134,0.0457,0.0701,0.3502,0.1003,0.6858,0.0438,0,0.0928,0,2.0497,0.0876,1.0445,0.0537,0.2256,0,0.0759,0.1634,0.0487,0.78,0.1432,0.0885,0,0,2.5263,0.5087,0,0,0,0.0647,0.2917,0.2008,0,0.0878,0.4776,0.1564,0,0.4395,0.1309,0,0.0784,0,0.0355,0.398,0.5063,0,0.0375,0.0461,0.2167,0.0316,0.0186,0.0294,0.7602,0.519,0,1.405,0,0.4706,0.0703,0.226,0.2111,0.2567,0,0,0.0382,0.1568,0.3038,0.4624,0.1604,1.0374,0.9636,0.7637,0.7846,1.29,0.5361
"Quercetin 2,3-dioxygenase",0.8685,8.3932,6.2427,2.3435,0.2683,1.0918,1.4936,0.2606,5.5185,2.5942,0.9637,1.3553,5.5873,2.4161,6.4128,1.4407,3.0103,5.5089,1.9256,1.2018,2.9023,3.4493,0.3628,1.2119,3.0542,0.5204,4.0963,0.2502,2.5876,3.5332,3.6986,1.2789,4.5402,2.3183,0,1.0571,0.1255,0.612,1.3833,1.4659,0.3722,2.0027,0.565,2.7122,4.2343,1.5068,1.8213,3.2758,2.4536,2.224,0.366,1.0293,7.7358,1.393,0.3843,0.2117,5.1451,3.3573,2.0909,0.5551,3.5134,0.849,6.6309,1.7725,1.9292,0.706,2.4672,1.6239,0,2.9126,1.1124,2.238,4.3376,0,1.2264,0.6534,0.3866,1.0977,0.2204,3.9766,0.9363,1.4566,0.0983,0.9762,1.8673,0.8973,2.5192,1.4578,3.099,0.2667,1.2501,0.5072,4.0187,6.07,2.4941,0.4773,3.2844,0.2672,0.2021,10.4594,0.7162,0.6504,7.8849,3.6321,1.2286,2.876,2.3416,1.8437,0.1897,0.3589,2.3857,0.2618,1.1982,8.0887,3.1856,2.3966,1.2966,0.5879,0,4.2596,0.0916,3.7516,0.8742,0.9113,0.5506,2.119,0.9689,1.9002,0.5197,6.5868,0.8557,0.4099,0.3994,0.1214,0.169,0.3003,1.9416,1.9147
Phosphatidylinositol diacylglycerol-lyase,1.3033,0.7328,2.881,0.9628,0.3853,3.4413,0.8063,0.3777,0.1089,0.6775,0.7732,0.7954,0.2934,1.4573,0,0,1.8355,1.6535,3.6892,0.6422,1.4032,1.2125,2.0032,1.3368,2.1044,0.1113,1.8632,0.5938,2.2976,1.3918,1.2908,0.6038,2.3882,0,0,0.2992,0.0731,0.3925,0.9592,1.0408,0.3449,0.0369,0.1924,1.1221,1.0892,1.0057,0.6819,0.7832,1.4822,0.3965,1.2064,0.2756,3.7288,1.2211,0.5094,0.1036,0.5082,2.005,0.3372,0.7218,1.1168,0.3126,0.7709,0.4177,1.5473,1.8714,3.7286,0.6227,0,0.9545,1.3053,0.7454,1.8892,0,1.0913,0.1488,0.2936,1.0229,0.0768,0.1666,1.1004,0.4314,0.1981,0.2438,0.6607,2.9418,1.9639,1.5172,0.6729,0.0856,4.3337,0.5592,1.4715,0.8904,2.6947,0.4666,1.7612,0.127,0.1573,0.1541,0.1685,0.5367,2.6487,3.0662,0.2371,4.7209,2.3061,2.5129,0.1977,0.2279,0.5988,0.9098,1.1425,0,3.7387,1.7631,0.5174,0.6914,0,1.5238,0.1545,3.246,0.3814,0.2321,0.1438,0.8201,1.75,2.478,2.2111,0.6008,0.2588,0.1118,0.54,0.1501,0.1813,0.2796,1.1441,0.7078
Serine C-palmitoyltransferase,1.2005,0.758,2.4012,1.3142,0.4269,2.6255,0.2563,0.0193,0.6552,0.2961,0.4283,1.432,0.075,1.8037,0.0257,0.0809,2.4174,3.9086,4.3579,0.3461,2.4123,1.0412,1.8355,1.3266,4.8105,0.2007,2.0016,0.7158,2.4614,1.7764,2.3422,0.6888,2.4977,0.0255,0.1261,1.2882,0.1938,0.6766,1.2292,0.937,0.1954,0.0383,0.3013,1.3805,1.371,1.0331,3.1026,0.8746,2.9457,0.9217,1.0001,0.2633,1.4672,1.2573,0.6215,0.1358,0.3546,3.5031,1.1285,0.6198,1.5238,0.4199,0.8233,0.3565,1.9468,2.3039,4.0079,0.8795,0.0129,1.4523,1.5241,0.511,1.0811,0,1.8632,0.1026,0.2928,1.3274,0.1453,0.3,1.1965,0.7684,0.0285,0.5577,0.5821,4.069,1.4435,1.5783,0.8439,0.2609,4.5682,0.2501,1.9776,1.0552,2.4633,0.7067,2.5095,0.016,0.2167,0.2007,0.4248,0.4677,0.2862,1.7786,0.2376,5.8576,2.9112,2.6293,0.1546,0.2691,0.8198,0.7803,1.1674,0,4.0616,1.4484,0.4171,1.7544,0,0.3532,0.1866,1.4405,0.0991,0.4519,0.0594,0.2926,1.6267,3.129,4.9627,0.8294,0.304,0.1251,0.1982,0.1522,0.028,0.3707,1.5675,1.2119
Chondroitin AC lyase,1.2687,0.6822,1.8512,0.7914,0.4318,3.3399,0.0725,0.0313,0.2478,0.6544,0.6302,2.0687,0.0591,2.3535,0,0,2.4927,3.3407,4.2432,0.9363,3.4266,0.7019,2.5807,1.4805,2.5123,0.253,2.9981,0.8659,1.8991,0.1794,2.1981,1.0082,3.2744,0.071,0,0.4553,0.094,0.6944,0.8499,1.6041,0.2864,0.0323,0.5984,1.1541,1.0874,0.6068,0.6205,0.7157,2.2785,0.8278,1.2736,0.2492,1.3848,1.0906,0.9172,0.2447,0.5069,3.5105,1.0903,0.6163,1.9324,0.3558,1.2708,0.1441,1.6937,2.4148,3.2283,1.1791,0,2.1797,2.0226,1.2421,1.4413,0,0.6116,0.0338,0.262,1.4749,0.1388,0.2343,1.1122,1.8414,0.0261,0.6453,0.4449,3.4736,1.7566,1.6859,0.6368,0.2509,4.4024,0.2263,2.4527,1.0499,2.9118,0.6172,3.0713,0,0.2462,0.1718,0.1092,0.4603,0.1053,1.9606,0.339,4.4247,2.619,2.8401,0.2303,0.3997,0.6985,0.3377,0.6663,0,4.5135,1.8476,0.6461,1.5196,0,0.7875,0.1231,2.1266,0.1622,0.5209,0.0785,0.808,1.909,2.6384,4.5685,0.7202,0.2111,0.1933,0.2402,0.0767,0.0453,0.3904,2.3218,1.7379
Pseudaminic acid cytidylyltransferase,0.4758,0.3628,0.9955,0.4689,0.3298,3.2074,0.1686,0.08,0.1049,0.0845,0.0696,0.5498,0,1.1194,0,0.2019,1.3444,1.3764,2.4054,0.2238,0.9835,0.3963,0,0.2526,1.5806,0.1279,1.1561,0.9177,1.4399,1.4511,0,0.4745,2.4642,0,0,0.2037,0,0.3548,0.6978,1.0398,0.2218,0,0.0799,1.5308,0.5962,0.6022,0.4576,0.0353,0,0.2168,1.0978,0.288,0.9734,0.971,0.2641,0.1227,0.2765,1.2999,0.2316,0.0258,0.7871,0.1876,0.5757,0,1.5777,1.5366,1.9921,0.169,0,0.687,0.9519,0.2206,0.9802,0,0.7149,0,0.0677,1.0855,0.2798,0.3915,0.669,0.3417,0.0359,0.2399,0.2048,1.5676,1.1192,0,0.45,0.0618,4.4142,0.0976,0.8722,0,1.8845,0.3146,1.3323,0,0.041,0.1397,0.0504,0.5745,0.1312,1.3831,0,4.6488,1.9194,2.2261,0.115,0.1647,0.312,0.9207,0.612,0,3.9555,1.1732,0.2228,0.4702,0,0,0.0389,0,0.0716,0.2669,0.0239,0.1782,1.134,2.2159,2.6059,0.3003,0.1775,0.0153,0.0661,0.1678,0,0.118,0.3574,0.6598
"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",0.6761,0.6859,1.3856,0.6845,0.3707,3.3219,0.1801,0.0272,0.1331,0.1321,0.6166,0.6567,0.0581,1.3583,0,0,1.8043,1.7246,3.6827,0.2273,1.392,0.6303,0.6691,0.2021,1.9925,0.2203,1.709,0.7432,1.9656,1.4482,1.3434,0.5314,2.2889,0,0,0.3512,0.1158,0.3334,1.3545,0.9531,0.3377,0.031,0.1183,1.4395,0.7468,0.7281,0.7477,0.2883,1.5236,0.3753,1.1502,0.3127,0.8141,1.3447,0.4765,0.1408,0.4551,1.988,0.3909,0.4933,1.203,0.4136,0.5381,0.3093,1.6764,1.952,3.261,0.5399,0.1384,0.8879,1.2743,0.3765,1.0958,0,1.1097,0.0232,0.1134,0.8724,0.2114,0.2243,0.8998,0.8857,0.0213,0.443,0.1763,3.9424,1.5692,1.5072,0.6442,0.1158,4.2714,0.1056,1.2709,0.0498,2.1778,0.2067,1.9328,0,0.0893,0.1912,0.3108,0.3701,0.0951,1.4481,0.1238,4.3777,1.9294,2.273,0.1993,0.2663,0.4992,1.2924,1.0626,0,3.9725,1.5568,0.4577,0.6402,0.0608,0.3433,0.0858,1.3213,0.0968,0.3045,0.0401,0.1811,1.5045,2.389,2.6553,0.3943,0.1995,0.0404,0.0878,0.0288,0.0202,0.2601,0.3992,0.7017
"N,N'-diacetylchitobiose phosphorylase",0.7051,0.8625,1.4517,0.8829,0.3842,3.5299,0.1688,0.2768,0.2419,0.1419,0.7277,0.9246,0.1157,1.7632,0,0,1.8396,1.8673,4.4508,0.4013,1.5582,0.7868,1.9813,1.4701,1.9382,0.2103,1.6818,1.1347,2.4027,1.6663,1.4238,0.725,2.9199,0,0.335,0.3323,0.1245,0.8358,1.4335,1.0941,0.2707,0,0.1686,1.3262,0.842,0.7137,0.9826,0.4147,2.0186,0.4362,1.3779,0.3616,0.7943,1.3031,0.7751,0.187,0.5268,2.1832,0.5272,0.5317,1.0983,0.3088,0.963,0.3871,1.795,2.1684,3.8877,0.6368,0,0.7783,2.1446,0.305,1.1616,0,1.1482,0.0619,0.1706,1.2499,0.1557,0.2382,0.9676,0.5817,0.042,0.2295,0.195,4.388,1.8436,1.5201,0.9031,0.11,5.1061,0.2543,1.5714,0.9288,2.5587,0.3002,2.2332,0,0.0965,0.1736,0.1661,0.6007,0.2749,2.3356,0.1479,5.004,2.1416,3.0847,0.231,0.2403,0.6529,0.7083,1.0616,0,3.3698,1.7139,0.4491,0.7343,0,0.3368,0.1214,1.4712,0.2059,0.3964,0.0518,0.1712,1.8633,2.8909,3.7469,0.5222,0.2446,0.0431,0.2559,0.1068,0.2697,0.3112,0.4229,0.6307
HtrA2 peptidase,0.676,0.8507,1.6313,0.7255,0.5373,3.2144,0.1283,0.0241,0.1879,0.1579,0.5726,0.7629,0.0422,1.3473,0,0,1.4927,1.6507,3.6013,0.2636,1.2405,0.6602,2.0668,1.282,2.0728,0.1429,1.4882,0.847,2.0501,1.2746,1.5176,0.6372,2.4734,0.0508,0,0.4166,0.0812,0.5795,1.0499,0.9183,0.2207,0.0596,0.109,1.161,0.7168,0.8479,0.6999,0.3575,1.6204,0.3682,1.1313,0.3167,0.7652,1.3263,0.5335,0.0931,0.3445,2.0061,0.435,0.6036,1.0673,0.2178,0.9563,0.3047,1.5258,1.8152,3.2508,0.4474,0.0201,0.8026,2.0145,0.3568,1.2334,0,0.9595,0.0617,0.1596,0.9849,0.2144,0.3053,0.8415,0.392,0.0228,0.1363,0.253,3.727,1.4719,1.349,0.6925,0.0911,4.5645,0.1346,1.2512,0.8218,2.0848,0.1889,2.0514,0,0.0564,0.2223,0.1482,0.4745,0.2831,1.6491,0.2294,4.2041,1.8956,2.148,0.1295,0.2633,1.1079,0.6382,0.9459,0,3.2031,1.447,0.3337,0.6676,0,0.3123,0.4248,1.335,0.1598,0.3345,0.0455,0.1986,1.4805,2.6334,2.7677,0.3769,0.2841,0.0442,0.2344,0.1615,0.0584,0.2243,0.5045,0.5716
Cycloisomaltooligosaccharide glucanotransferase,0.9674,0.8789,1.8237,0.8959,0.3749,3.6587,0.2345,0.04,0.5027,0.2815,1.1363,1.311,0.0684,1.6825,0,0,1.7737,2.1007,3.8414,0.3076,1.8482,0.6966,2.4642,1.4513,2.0078,0.3993,2.0101,0.8963,2.6799,1.2986,1.6645,0.994,2.8554,0.1701,0,0.4115,0.149,0.6829,1.3787,1.8547,0.3824,0.0644,0.3229,1.4052,0.9676,0.6808,2.7791,0.4447,1.9388,0.485,1.2663,0.2669,1.2742,1.1879,0.9576,0.2483,0.4353,2.2405,0.5948,0.5756,1.6058,0.3903,1.3213,0.5363,1.6872,2.0439,3.4716,0.4484,0.0342,1.5979,1.7913,0.6659,1.5484,0.7836,1.3834,0.0213,0.1607,1.0891,0.2331,0.3282,0.8909,0.8346,0.2098,0.3457,0.1756,4.0809,2.0159,1.758,1.3323,0.2582,4.4827,0.1778,2.4658,0.9765,3.0865,0.3047,2.0861,0.0378,0.1684,0.2509,0.3005,0.4305,0.3718,1.9465,0.1827,5.6855,1.9996,2.5179,0.2638,0.3372,0.6116,0.9568,1.1341,0,3.831,1.6849,0.5756,0.5459,0.1989,0.5908,0.1412,2.2058,0.2316,0.3955,0.2412,0.723,1.8416,2.6781,2.8051,0.6259,0.3236,0.1206,0.4344,1.1474,0.4817,0.5002,1.6556,1.4208
"Glucuronoarabinoxylan endo-1,4-beta-xylanase",0.9486,0.9914,1.6322,1.1558,0.689,3.9176,0.1314,0.0344,0.2844,0.4157,0.827,1.3842,0.148,1.9634,0.008,0,1.9778,1.8893,4.7714,0.5381,2.4758,1.1115,2.0565,1.9613,1.9466,0.4161,2.0675,1.2062,3.093,1.6489,2.2021,1.2267,3.264,0.4511,0.1695,0.6022,0.2254,1.2055,1.7427,1.8257,0.449,0.0468,0.2632,1.3858,0.8999,1.0061,3.3684,0.5955,2.4518,0.4848,1.4997,0.481,1.1878,1.4729,1.0345,0.2761,0.6467,2.4933,0.6654,0.8759,1.8042,0.3208,1.769,0.8026,2.0265,2.589,4.2598,0.6887,0,1.037,2.4878,0.9654,1.9582,0,1.3985,0.055,0.1991,1.5949,0.2343,0.43120000000000003,1.0714,1.0913,0.0096,0.4404,0.1737,4.7272,1.8823,1.687,1.1834,0.3644,5.6296,0.2876,2.8876,0.963,3.6209,0.4077,2.4649,0.0216,0.1258,0.1678,0.1414,0.6474,0.1573,2.4434,0.4591,5.6857,3.0356,3.38,0.1819,0.3566,0.9929,0.9145,1.5699,0,4.151,1.6124,0.5133,0.8249,0,0.7536,0.1937,2.335,0.2571,0.4451,0.1203,0.7952,2.094,3.2923,3.9612,1.0136,0.4545,0.2458,0.1973,0.2097,0.0941,0.4085,1.0263,1.5716
Peptidoglycan-N-acetylglucosamine deacetylase,1.2704,6.8284,2.4318,1.9457,1.4044,4.7256,0.497,0.0922,0.5981,0.3773,0.7149,1.1994,0.1579,2.9349,0,0.7126,2.8946,4.9135,5.39,1.0362,4.2392,2.0589,1.7392,1.8746,6.1579,0.4,2.4057,1.2652,3.718,1.5215,2.9233,1.3037,3.37,1.1897,0.1632,1.9277,0.3362,1.1719,2.4591,1.7077,0.4448,0.6556,0.6033,3.7803,1.5775,1.4529,3.4438,0.8946,3.7007,0.9294,1.7048,0.9361,2.1929,1.3109,1.0824,0.3074,0.9609,4.3262,1.458,0.609,3.6385,0.8055,4.4511,0.6469,2.7023,2.7479,4.555,1.7784,0,1.8693,3.6088,0.7866,1.7182,0,2.7157,0.1122,0.5227,2.1384,0.2806,2.4975,2.0696,1.2359,0.0541,0.7514,0.9147,4.6826,1.9956,1.4355,2.9963,0.4704,5.6314,0.4895,3.5567,0.9436,3.7429,0.7671,3.4887,0.1114,0.3468,0.7377,0.0899,1.3307,4.0509,2.824,0.913,5.5015,3.7099,3.7227,0.3354,0.3904,1.702,1.1372,1.9268,0,4.8424,2.0674,1.1481,2.7078,0,1.3696,0.252,3.4255,0.3147,0.6956,0.2059,0.8965,2.2242,4.7859,8.7133,1.4217,0.3633,0.486,0.6445,0.1945,0.2899,0.5321,2.535,1.2658
Transferred entry 7.1.1.3,1.5134,3.43,1.7507,1.5073,0.4534,3.5119,0.2421,0.0297,1.9251,0.4688,0.6663,0.7617,0.2823,2.2543,0,0,2.8499,4.2332,4.6568,0.4934,3.5434,1.3678,1.8155,1.4645,4.6508,0.3131,1.7102,1.2166,2.1375,1.3667,2.4207,0.8552,2.9447,0.1027,0,1.7384,0.0826,0.8282,1.3311,1.4688,0.268,0.1985,0.3641,1.5103,1.2044,0.9938,0.8172,0.8836,3.1372,0.7636,1.2312,0.2931,1.8015,1.2953,1.0076,0.2181,0.5045,4.6344,1.4338,0.4702,2.0589,0.5157,4.0409,0.4642,2.6897,1.7852,4.2146,1.1884,0,0.8818,1.7487,0.5403,2.4914,0,2.0213,0.0421,0.3483,1.6304,0.3058,0.2967,1.464,0.8551,0.0498,0.4612,0.5436,3.4177,1.6695,1.5251,0.9166,0.1062,4.5364,0.4254,1.6051,0.8801,2.4902,0.5396,3.522,0.0367,0.2344,2.8603,0.2237,0.4575,2.0437,1.9692,0.5205,4.4031,2.9974,2.9583,0.1954,0.2972,1.1985,0.8959,1.116,0,3.5821,1.502,0.5738,2.3895,0,1.1707,0.1644,1.9574,0.2481,0.3134,0.1358,0.6425,1.6697,3.1625,6.641,1.0076,0.3903,0.1589,0.2929,0.1025,0.0965,0.3371,1.4992,0.4752
Undecaprenol kinase,2.1178,1.2704,2.5302,1.0131,0.4427,4.295,0.3091,1.2151,0.0624,0.5214,1.7034,1.337,3.0569,2.7226,0.7652,0.1838,2.8162,4.757,5.514,0.7206,4.2112,0.8949,2.7661,1.9181,3.4993,0.376,2.3562,1.3501,3.2414,2.246,2.3277,1.0094,3.3345,0.0153,0.4406,0.6101,0.2731,1.1901,1.614,1.4685,1.5462,0.3661,0.8479,1.6518,1.2852,1.0221,1.2798,1.1466,3.0274,1.3214,1.8155,0.8209,2.2422,1.0557,1.6457,0.2404,0.6331,5.0506,2.5988,0.8611,2.2873,0.47,1.4475,1.683,2.1506,2.3027,5.049,1.874,1.4153,2.2631,2.2037,0.6742,2.3909,0.5032,1.4157,0.166,0.6799,1.9419,0.2138,0.3189,1.7184,1.1684,0.2454,1.2705,0.7216,5.3023,2.9678,2.3327,1.046,0.2766,5.5263,0.7791,2.3619,1.3226,3.1547,0.6353,4.2817,0.92,0.5264,3.6009,0.1801,0.3114,2.9543,1.9698,0.2341,5.4344,3.2054,4.8095,0.3271,0.3264,1.0469,1.1553,1.2602,0.0056,4.715,2.4682,0.7306,1.3388,1.2676,1.9721,0.2755,2.2931,0.7802,0.8885,0.2959,0.4156,1.8826,3.6245,5.3595,0.8293,0.5927,0.5254,1.6708,1.0344,0.9814,1.1934,2.3607,1.7307
P-type K(+) transporter,0,0.1095,0.3133,0,0,0,0,0,0,0,0,0,1.2081,0.3551,1.1504,0.1481,0,0.0338,0,0,0,0,0,0,0.1941,0,0,0,0,0.0324,0,0,0.5841,0.0355,0,0,0,0,0.0649,0.0567,0,0,0,0.1133,0.5315,0,0,0.5344,0.0676,0.5735,0.0241,0,0.2312,0,0,0,0.8306,0.0533,0,0,0,0.0164,0,0,0.0394,0.0672,0,0.2167,0,0.0299,0,0.0172,0,0,0,0.0178,0,0.0967,0,0.0508,0,0.0068,0,0.015,0,0,0,0,0.1115,0,0,0,0.0374,0.5922,0,0,0,0.0376,0,0.705,0,0,0.0537,0.0071,0,0,0.0228,0,0,0,0.0292,0,0,1.0228,0,0,0,0,0,0,0,0,0,0.0742,0.0202,0.0214,0,0.1202,0,0.1189,0,0,0.0167,0,0,0,0,0.0109
Corrinoid adenosyltransferase,9.6161,17.2681,12.8776,8.2487,6.07,12.3166,6.9714,3.374,11.9489,4.0114,6.0032,4.5417,10.7534,10.0058,8.7199,16.7625,9.7459,13.7598,12.9353,7.6319,15.4129,11.0099,23.9081,8.7606,11.8592,2.5567,14.3291,4.7909,10.212,9.2332,13.6384,7.487,12.0481,8.2466,2.434,5.0317,2.705,4.8674,7.7837,7.7692,4.774,5.681,4.9981,11.0445,11.7485,8.1305,7.6009,14.2078,12.4786,11.5249,5.6163,3.546,14.7042,6.7035,7.8182,2.7472,11.2907,15.0055,7.6745,17.4564,10.3279,5.4625,14.4005,7.1739,9.4276,6.6509,13.8782,8.2085,3.9994,8.5159,11.8112,3.2787,13.7525,3.1908,7.1377,3.5805,2.9802,8.5839,3.0068,7.7528,5.1766,7.2796,3.0407,7.8365,7.8844,15.4442,11.1223,20.9491,11.8789,2.58,15.244,5.2601,11.3426,14.1332,10.3302,3.5468,11.4032,0.9833,3.3641,15.2727,2.5818,3.6203,15.219,9.5871,4.5422,16.2941,13.1472,11.369,1.495,3.9133,10.1987,7.0495,11.2691,16.0379,10.6325,8.0185,4.763,7.6339,4.3217,9.2408,3.0839,11.315,5.717,9.2817,7.9133,7.8779,8.7436,21.9516,15.6493,10.5609,4.3235,4.6399,5.6809,6.3442,4.1002,4.1884,7.7931,8.5323
